Age,Conference,Date,Draft Year,Height,Player,Position,Season,Season short,Seasons in league,Team,Weight,Real_value
28,,3/24/1996,1991,10-Jun,Chris Gatling,PF,1995-1996,1996,4,Miami Heat,220,1
23,,3/17/1996,1994,8-Jun,Grant Hill,SF,1995-1996,1996,1,Detroit Pistons,225,1
33,,3/10/1996,1984,6-Jun,Michael Jordan,SG,1995-1996,1996,10,Chicago Bulls,215,1
23,,3/3/1996,1992,1-Jul,Shaquille O'Neal,C,1995-1996,1996,3,Orlando Magic,325,1
33,,3/3/1996,1984,Jul-00,Hakeem Olajuwon,C,1995-1996,1996,11,Houston Rockets,255,1
26,,2/25/1996,1989,10-Jun,Shawn Kemp,C,1995-1996,1996,6,Seattle SuperSonics,280,1
31,,2/18/1996,1987,9-Jun,Armen Gilliam,PF,1995-1996,1996,8,New Jersey Nets,230,1
22,,2/4/1996,1994,4-Jun,Jason Kidd,PG,1995-1996,1996,1,Dallas Mavericks,210,1
30,,1/28/1996,1987,7-Jun,Reggie Miller,SG,1995-1996,1996,8,Indiana Pacers,185,1
33,,1/21/1996,1984,6-Jun,Michael Jordan,SG,1995-1996,1996,10,Chicago Bulls,215,1
30,,1/14/1996,1987,1-Jul,David Robinson,C,1995-1996,1996,6,San Antonio Spurs,250,1
29,,1/7/1996,1989,10-Jun,Cliff Robinson,PF,1995-1996,1996,6,Portland Trail Blazers,225,1
32,,12/31/1995,1985,9-Jun,Karl Malone,PF,1995-1996,1996,10,Utah Jazz,265,1
33,,12/24/1995,1984,6-Jun,Michael Jordan,SG,1995-1996,1996,10,Chicago Bulls,215,1
30,,12/17/1995,1987,8-Jun,Scottie Pippen,SF,1995-1996,1996,8,Chicago Bulls,228,1
29,,12/10/1995,1991,2-Jul,Dikembe Mutombo,C,1995-1996,1996,4,Denver Nuggets,260,1
25,,12/3/1995,1991,11-May,Terrell Brandon,PG,1995-1996,1996,4,Cleveland Cavaliers,180,1
26,,11/26/1995,1989,10-Jun,Shawn Kemp,C,1995-1996,1996,6,Seattle SuperSonics,280,1
26,,11/19/1995,1990,6-Jun,Cedric Ceballos,SF,1995-1996,1996,5,Los Angeles Lakers,190,1
24,,11/12/1995,1993,7-Jun,Penny Hardaway,PG,1995-1996,1996,2,Orlando Magic,195,1
24,,4/20/1997,1993,9-Jun,Chris Webber,F-C,1996-1997,1997,3,Washington Bullets,245,1
21,,4/13/1997,1996,Jun-00,Allen Iverson,G,1996-1997,1997,0,Philadelphia Sixers,165,1
24,,4/6/1997,1994,8-Jun,Grant Hill,SF,1996-1997,1997,2,Detroit Pistons,225,1
30,,3/30/1997,1987,1-Jun,Kevin Johnson,PG,1996-1997,1997,9,Phoenix Suns,180,1
33,,3/23/1997,1985,9-Jun,Karl Malone,PF,1996-1997,1997,11,Utah Jazz,265,1
33,,3/16/1997,1985,9-Jun,Karl Malone,PF,1996-1997,1997,11,Utah Jazz,265,1
34,,3/9/1997,1985,Jul-00,Patrick Ewing,C,1996-1997,1997,11,New York Knicks,240,1
30,,3/2/1997,1990,9-Jun,Loy Vaught,PF,1996-1997,1997,6,Los Angeles Clippers,230,1
31,,2/23/1997,1987,8-Jun,Scottie Pippen,SF,1996-1997,1997,9,Chicago Bulls,228,1
27,,2/16/1997,1992,10-Jun,Alonzo Mourning,C,1996-1997,1997,4,Miami Heat,240,1
29,,2/2/1997,1989,8-Jun,Glen Rice,SF,1996-1997,1997,7,Charlotte Hornets,228,1
31,,1/26/1997,1988,5-Jun,Mitch Richmond,SG,1996-1997,1997,8,Sacramento Kings,215,1
24,,1/19/1997,1994,8-Jun,Grant Hill,SF,1996-1997,1997,2,Detroit Pistons,225,1
24,,1/12/1997,1994,7-Jun,Glenn Robinson,SF,1996-1997,1997,2,Milwaukee Bucks,225,1
29,,1/5/1997,1989,8-Jun,Glen Rice,SF,1996-1997,1997,7,Charlotte Hornets,228,1
30,,12/29/1996,1989,Jun-00,Tim Hardaway,PG,1996-1997,1997,7,Miami Heat,175,1
26,,12/22/1996,1991,11-May,Terrell Brandon,PG,1996-1997,1997,5,Cleveland Cavaliers,180,1
24,,12/15/1996,1992,1-Jul,Shaquille O'Neal,C,1996-1997,1997,4,Los Angeles Lakers,325,1
29,,12/8/1996,1990,10-Jun,Terry Mills,PF,1996-1997,1997,6,Detroit Pistons,230,1
30,,12/1/1996,1991,2-Jul,Dikembe Mutombo,C,1996-1997,1997,5,Atlanta Hawks,260,1
34,,11/24/1996,1984,6-Jun,Charles Barkley,PF,1996-1997,1997,12,Houston Rockets,252,1
33,,11/24/1996,1985,9-Jun,Karl Malone,PF,1996-1997,1997,11,Utah Jazz,265,1
36,,11/17/1996,1983,7-Jun,Dale Ellis,GF,1996-1997,1997,13,Denver Nuggets,205,1
34,,11/10/1996,1984,Jul-00,Hakeem Olajuwon,C,1996-1997,1997,12,Houston Rockets,255,1
24,,4/19/1998,1994,4-Jun,Jason Kidd,PG,1997-1998,1998,3,Phoenix Suns,210,1
28,,4/12/1998,1993,3-Jun,Sam Cassell,G,1997-1998,1998,4,New Jersey Nets,185,1
35,,4/5/1998,1984,6-Jun,Michael Jordan,SG,1997-1998,1998,12,Chicago Bulls,215,1
28,,3/29/1998,1992,10-Jun,Alonzo Mourning,C,1997-1998,1998,5,Miami Heat,240,1
25,,3/22/1998,1992,1-Jul,Shaquille O'Neal,C,1997-1998,1998,5,Los Angeles Lakers,325,1
24,,3/15/1998,1994,4-Jun,Jason Kidd,PG,1997-1998,1998,3,Phoenix Suns,210,1
34,,3/8/1998,1985,9-Jun,Karl Malone,PF,1997-1998,1998,12,Utah Jazz,265,1
21,,3/1/1998,1997,11-Jun,Tim Duncan,FC,1997-1998,1998,0,San Antonio Spurs,250,1
30,,2/22/1998,1989,6-Jun,Nick Anderson,GF,1997-1998,1998,8,Orlando Magic,228,1
34,,2/15/1998,1985,9-Jun,Karl Malone,PF,1997-1998,1998,12,Utah Jazz,265,1
32,,2/1/1998,1987,1-Jul,David Robinson,C,1997-1998,1998,8,San Antonio Spurs,250,1
30,,1/25/1998,1990,10-Jun,Jayson Williams,FC,1997-1998,1998,7,New Jersey Nets,245,1
22,,1/18/1998,1996,Jun-00,Allen Iverson,G,1997-1998,1998,1,Philadelphia Sixers,165,1
28,,1/11/1998,1991,7-Jun,Steve Smith,SG,1997-1998,1998,6,Atlanta Hawks,200,1
31,,1/4/1998,1988,4-Jul,Rik Smits,C,1997-1998,1998,9,Indiana Pacers,250,1
32,,12/28/1997,1987,1-Jul,David Robinson,C,1997-1998,1998,8,San Antonio Spurs,250,1
35,,12/21/1997,1984,6-Jun,Michael Jordan,SG,1997-1998,1998,12,Chicago Bulls,215,1
30,,12/14/1997,1989,8-Jun,Glen Rice,SF,1997-1998,1998,8,Charlotte Hornets,228,1
26,,12/7/1997,1994,6-Jun,Wesley Person,SG,1997-1998,1998,3,Cleveland Cavaliers,195,1
34,,11/30/1997,1985,9-Jun,Karl Malone,PF,1997-1998,1998,12,Utah Jazz,265,1
35,,11/23/1997,1984,6-Jun,Michael Jordan,SG,1997-1998,1998,12,Chicago Bulls,215,1
25,,11/16/1997,1992,1-Jul,Shaquille O'Neal,C,1997-1998,1998,5,Los Angeles Lakers,325,1
31,,11/9/1997,1991,2-Jul,Dikembe Mutombo,C,1997-1998,1998,6,Atlanta Hawks,260,1
26,,5/2/1999,1994,8-Jun,Grant Hill,SF,1998-1999,1999,4,Detroit Pistons,225,1
25,,4/25/1999,1993,9-Jun,Chris Webber,F-C,1998-1999,1999,5,Sacramento Kings,245,1
25,,4/18/1999,1994,4-Jun,Jason Kidd,PG,1998-1999,1999,4,Phoenix Suns,210,1
35,,4/11/1999,1985,9-Jun,Karl Malone,PF,1998-1999,1999,13,Utah Jazz,265,1
22,,4/4/1999,1995,11-Jun,Kevin Garnett,PF,1998-1999,1999,3,Minnesota Timberwolves,240,1
30,,3/28/1999,1991,Jun-00,Darrell Armstrong,PG,1998-1999,1999,4,Orlando Magic,170,1
22,,3/21/1999,1998,6-Jun,Vince Carter,SF,1998-1999,1999,0,Toronto Raptors,220,1
29,,3/14/1999,1992,10-Jun,Alonzo Mourning,C,1998-1999,1999,6,Miami Heat,240,1
22,,3/7/1999,1997,11-Jun,Tim Duncan,FC,1998-1999,1999,1,San Antonio Spurs,250,1
24,,2/28/1999,1995,9-Jun,Antonio McDyess,F,1998-1999,1999,3,Denver Nuggets,245,1
22,,2/21/1999,1996,2-Jun,Stephon Marbury,G,1998-1999,1999,2,Minnesota Timberwolves,180,1
30,,2/14/1999,1990,4-Jun,Gary Payton,G,1998-1999,1999,8,Seattle SuperSonics,180,1
32,,2/7/1999,1991,2-Jul,Dikembe Mutombo,C,1998-1999,1999,7,Atlanta Hawks,260,1
21,,4/17/2000,1996,6-Jun,Kobe Bryant,SG,1999-2000,2000,3,Los Angeles Lakers,212,1
30,,4/10/2000,1992,10-Jun,Alonzo Mourning,C,1999-2000,2000,7,Miami Heat,240,1
23,,4/3/2000,1997,11-Jun,Tim Duncan,FC,1999-2000,2000,2,San Antonio Spurs,250,1
23,,3/27/2000,1995,11-Jun,Kevin Garnett,PF,1999-2000,2000,4,Minnesota Timberwolves,240,1
27,,3/20/2000,1994,8-Jun,Jalen Rose,G,1999-2000,2000,5,Indiana Pacers,210,1
27,,3/13/2000,1992,1-Jul,Shaquille O'Neal,C,1999-2000,2000,7,Los Angeles Lakers,325,1
36,,3/6/2000,1985,9-Jun,Karl Malone,PF,1999-2000,2000,14,Utah Jazz,265,1
23,,2/28/2000,1998,6-Jun,Vince Carter,SF,1999-2000,2000,1,Toronto Raptors,220,1
27,,2/22/2000,1992,1-Jul,Shaquille O'Neal,C,1999-2000,2000,7,Los Angeles Lakers,325,1
26,,2/7/2000,1995,7-Jun,Michael Finley,G-F,1999-2000,2000,4,Dallas Mavericks,225,1
33,,1/31/2000,1991,2-Jul,Dikembe Mutombo,C,1999-2000,2000,8,Atlanta Hawks,260,1
23,,1/24/2000,1999,3-Jun,Steve Francis,G,1999-2000,2000,0,Houston Rockets,195,1
27,,1/17/2000,1993,9-Jun,Chris Webber,F-C,1999-2000,2000,6,Sacramento Kings,245,1
27,,1/10/2000,1994,8-Jun,Grant Hill,SF,1999-2000,2000,5,Detroit Pistons,225,1
27,,1/3/2000,1993,9-Jun,Chris Webber,F-C,1999-2000,2000,6,Sacramento Kings,245,1
23,,12/27/1999,1995,11-Jun,Kevin Garnett,PF,1999-2000,2000,4,Minnesota Timberwolves,240,1
26,,12/20/1999,1994,4-Jun,Jason Kidd,PG,1999-2000,2000,5,Phoenix Suns,210,1
30,,12/13/1999,1992,10-Jun,Alonzo Mourning,C,1999-2000,2000,7,Miami Heat,240,1
27,,12/5/1999,1992,1-Jul,Shaquille O'Neal,C,1999-2000,2000,7,Los Angeles Lakers,325,1
23,,11/28/1999,1997,11-Jun,Tim Duncan,FC,1999-2000,2000,2,San Antonio Spurs,250,1
23,,11/21/1999,1998,6-Jun,Vince Carter,SF,1999-2000,2000,1,Toronto Raptors,220,1
23,,11/14/1999,1995,11-Jun,Kevin Garnett,PF,1999-2000,2000,4,Minnesota Timberwolves,240,1
30,,11/7/1999,1993,3-Jun,Sam Cassell,G,1999-2000,2000,6,Milwaukee Bucks,185,1
25,,4/15/2001,1996,5-Jun,Ray Allen,SG,2000-2001,2001,4,Milwaukee Bucks,205,1
28,,4/8/2001,1992,1-Jul,Shaquille O'Neal,C,2000-2001,2001,8,Los Angeles Lakers,325,1
27,,4/1/2001,1994,4-Jun,Jason Kidd,PG,2000-2001,2001,6,Phoenix Suns,210,1
23,,3/25/2001,1998,7-Jun,Paul Pierce,SF,2000-2001,2001,2,Boston Celtics,235,1
25,,3/18/2001,1998,4-Jun,Cuttino Mobley,G,2000-2001,2001,2,Houston Rockets,190,1
26,,3/11/2001,1997,5-Jun,Derek Anderson,G,2000-2001,2001,3,San Antonio Spurs,194,1
24,,3/4/2001,1998,6-Jun,Vince Carter,SF,2000-2001,2001,2,Toronto Raptors,220,1
22,,2/25/2001,1999,7-Jun,Shawn Marion,F,2000-2001,2001,1,Phoenix Suns,228,1
25,,2/18/2001,1996,Jun-00,Allen Iverson,G,2000-2001,2001,4,Philadelphia Sixers,165,1
32,,2/4/2001,1991,Jun-00,Darrell Armstrong,PG,2000-2001,2001,6,Orlando Magic,170,1
24,,1/28/2001,1997,11-Jun,Tim Duncan,FC,2000-2001,2001,3,San Antonio Spurs,250,1
28,,1/22/2001,1993,9-Jun,Chris Webber,F-C,2000-2001,2001,7,Sacramento Kings,245,1
24,,1/14/2001,1999,3-Jun,Steve Francis,G,2000-2001,2001,1,Houston Rockets,195,1
25,,1/7/2001,1996,Jun-00,Allen Iverson,G,2000-2001,2001,4,Philadelphia Sixers,165,1
28,,12/31/2000,1994,5-Jun,Aaron McKie,G,2000-2001,2001,6,Philadelphia Sixers,209,1
22,,12/24/2000,1996,6-Jun,Kobe Bryant,SG,2000-2001,2001,4,Los Angeles Lakers,212,1
28,,12/17/2000,1994,7-Jun,Glenn Robinson,SF,2000-2001,2001,6,Milwaukee Bucks,225,1
28,,12/10/2000,1993,9-Jun,Chris Webber,F-C,2000-2001,2001,7,Sacramento Kings,245,1
26,,12/3/2000,1995,9-Jun,Antonio McDyess,F,2000-2001,2001,5,Denver Nuggets,245,1
21,,11/26/2000,1999,3-Jun,Baron Davis,G,2000-2001,2001,1,Charlotte Hornets,215,1
24,,11/19/2000,1995,11-Jun,Kevin Garnett,PF,2000-2001,2001,5,Minnesota Timberwolves,240,1
24,,11/12/2000,1996,2-Jun,Stephon Marbury,G,2000-2001,2001,4,New Jersey Nets,180,1
37,,11/6/2000,1985,9-Jun,Karl Malone,PF,2000-2001,2001,15,Utah Jazz,265,1
38,,11/6/2000,1984,1-Jun,John Stockton,PG,2000-2001,2001,16,Utah Jazz,170,1
24,East,4/7/2002,1998,7-Jun,Paul Pierce,SF,2001-2002,2002,3,Boston Celtics,235,0.5
25,West,4/7/2002,1997,11-Jun,Tim Duncan,FC,2001-2002,2002,4,San Antonio Spurs,250,0.5
27,East,3/31/2002,1996,9-Jun,Ben Wallace,FC,2001-2002,2002,5,Detroit Pistons,240,0.5
23,West,3/31/2002,1999,7-Jun,Shawn Marion,F,2001-2002,2002,2,Phoenix Suns,228,0.5
28,East,3/24/2002,1994,4-Jun,Jason Kidd,PG,2001-2002,2002,7,New Jersey Nets,210,0.5
25,West,3/24/2002,1997,11-Jun,Tim Duncan,FC,2001-2002,2002,4,San Antonio Spurs,250,0.5
22,East,3/17/2002,1997,8-Jun,Tracy McGrady,GF,2001-2002,2002,4,Orlando Magic,210,0.5
25,West,3/17/2002,1997,11-Jun,Tim Duncan,FC,2001-2002,2002,4,San Antonio Spurs,250,0.5
29,East,3/10/2002,1995,9-Jun,Kurt Thomas,FC,2001-2002,2002,6,New York Knicks,240,0.5
29,West,3/10/2002,1992,1-Jul,Shaquille O'Neal,C,2001-2002,2002,9,Los Angeles Lakers,325,0.5
26,East,3/3/2002,1996,Jun-00,Allen Iverson,G,2001-2002,2002,5,Philadelphia Sixers,165,0.5
27,West,3/3/2002,1995,11-Jun,Rasheed Wallace,FC,2001-2002,2002,6,Portland Trail Blazers,230,0.5
27,East,2/24/2002,1996,9-Jun,Ben Wallace,FC,2001-2002,2002,5,Detroit Pistons,240,0.5
29,West,2/24/2002,1992,1-Jul,Shaquille O'Neal,C,2001-2002,2002,9,Los Angeles Lakers,325,0.5
25,East,2/17/2002,1999,3-Jun,Andre Miller,PG,2001-2002,2002,2,Cleveland Cavaliers,200,0.5
38,West,2/17/2002,1985,9-Jun,Karl Malone,PF,2001-2002,2002,16,Utah Jazz,265,0.5
28,East,2/3/2002,1994,4-Jun,Jason Kidd,PG,2001-2002,2002,7,New Jersey Nets,210,0.5
29,West,2/3/2002,1992,1-Jul,Shaquille O'Neal,C,2001-2002,2002,9,Los Angeles Lakers,325,0.5
26,East,1/27/2002,1996,Jun-00,Allen Iverson,G,2001-2002,2002,5,Philadelphia Sixers,165,0.5
23,West,1/27/2002,1998,Jul-00,Dirk Nowitzki,PF,2001-2002,2002,3,Dallas Mavericks,245,0.5
26,East,1/20/2002,1996,Jun-00,Allen Iverson,G,2001-2002,2002,5,Philadelphia Sixers,165,0.5
23,West,1/20/2002,1996,6-Jun,Kobe Bryant,SG,2001-2002,2002,5,Los Angeles Lakers,212,0.5
26,East,1/13/2002,1996,5-Jun,Ray Allen,SG,2001-2002,2002,5,Milwaukee Bucks,205,0.5
25,West,1/13/2002,1995,11-Jun,Kevin Garnett,PF,2001-2002,2002,6,Minnesota Timberwolves,240,0.5
30,East,1/6/2002,1994,6-Jun,Eddie Jones,G-F,2001-2002,2002,7,Miami Heat,200,0.5
28,West,1/6/2002,1993,9-Jun,Chris Webber,F-C,2001-2002,2002,8,Sacramento Kings,245,0.5
28,East,12/30/2001,1994,4-Jun,Jason Kidd,PG,2001-2002,2002,7,New Jersey Nets,210,0.5
25,West,12/30/2001,1997,11-Jun,Tim Duncan,FC,2001-2002,2002,4,San Antonio Spurs,250,0.5
23,East,12/23/2001,1996,11-Jun,Jermaine O'Neal,FC,2001-2002,2002,5,Indiana Pacers,235,0.5
33,West,12/23/2001,1990,4-Jun,Gary Payton,G,2001-2002,2002,11,Seattle SuperSonics,180,0.5
24,East,12/16/2001,1999,7-Jun,Richard Hamilton,SG,2001-2002,2002,2,Washington Wizards,193,0.5
28,West,12/16/2001,1996,3-Jun,Steve Nash,G,2001-2002,2002,5,Dallas Mavericks,178,0.5
25,East,12/9/2001,1999,3-Jun,Andre Miller,PG,2001-2002,2002,2,Cleveland Cavaliers,200,0.5
22,West,12/9/2001,1999,9-Jun,Elton Brand,PF,2001-2002,2002,2,Los Angeles Clippers,254,0.5
24,East,12/2/2001,1998,7-Jun,Paul Pierce,SF,2001-2002,2002,3,Boston Celtics,235,0.5
25,West,12/2/2001,1996,2-Jun,Stephon Marbury,G,2001-2002,2002,5,Phoenix Suns,180,0.5
25,East,11/25/2001,1996,9-Jun,Shareef Abdur-Rahim,F,2001-2002,2002,5,Atlanta Hawks,225,0.5
25,West,11/25/2001,1997,11-Jun,Tim Duncan,FC,2001-2002,2002,4,San Antonio Spurs,250,0.5
26,East,11/18/2001,1996,Jun-00,Allen Iverson,G,2001-2002,2002,5,Philadelphia Sixers,165,0.5
25,West,11/18/2001,1995,11-Jun,Kevin Garnett,PF,2001-2002,2002,6,Minnesota Timberwolves,240,0.5
25,East,11/11/2001,1998,6-Jun,Vince Carter,SF,2001-2002,2002,3,Toronto Raptors,220,0.5
25,West,11/11/2001,1997,11-Jun,Tim Duncan,FC,2001-2002,2002,4,San Antonio Spurs,250,0.5
26,East,11/4/2001,1996,5-Jun,Ray Allen,SG,2001-2002,2002,5,Milwaukee Bucks,205,0.5
23,West,11/4/2001,1996,6-Jun,Kobe Bryant,SG,2001-2002,2002,5,Los Angeles Lakers,212,0.5
23,East,4/13/2003,1997,8-Jun,Tracy McGrady,GF,2002-2003,2003,5,Orlando Magic,210,0.5
24,West,4/13/2003,1999,7-Jun,Shawn Marion,F,2002-2003,2003,3,Phoenix Suns,228,0.5
29,East,4/6/2003,1994,4-Jun,Jason Kidd,PG,2002-2003,2003,8,New Jersey Nets,210,0.5
30,West,4/6/2003,1992,1-Jul,Shaquille O'Neal,C,2002-2003,2003,10,Los Angeles Lakers,325,0.5
22,East,3/30/2003,2001,7-Jun,Richard Jefferson,SF,2002-2003,2003,1,New Jersey Nets,233,0.5
26,West,3/30/2003,1997,11-Jun,Tim Duncan,FC,2002-2003,2003,5,San Antonio Spurs,250,0.5
28,East,3/23/2003,1996,9-Jun,Ben Wallace,FC,2002-2003,2003,6,Detroit Pistons,240,0.5
25,West,3/23/2003,1996,10-Jun,Peja Stojakovic,F,2002-2003,2003,4,Sacramento Kings,229,0.5
27,East,3/16/2003,1996,Jun-00,Allen Iverson,G,2002-2003,2003,6,Philadelphia Sixers,165,0.5
26,West,3/16/2003,1999,3-Jun,Steve Francis,G,2002-2003,2003,3,Houston Rockets,195,0.5
23,East,3/9/2003,1997,8-Jun,Tracy McGrady,GF,2002-2003,2003,5,Orlando Magic,210,0.5
30,West,3/9/2003,1992,1-Jul,Shaquille O'Neal,C,2002-2003,2003,10,Los Angeles Lakers,325,0.5
40,East,3/2/2003,1984,6-Jun,Michael Jordan,SG,2002-2003,2003,14,Washington Wizards,215,0.5
27,West,3/2/2003,1996,5-Jun,Ray Allen,SG,2002-2003,2003,6,Seattle SuperSonics,205,0.5
23,East,2/23/2003,1997,8-Jun,Tracy McGrady,GF,2002-2003,2003,5,Orlando Magic,210,0.5
24,West,2/23/2003,1996,6-Jun,Kobe Bryant,SG,2002-2003,2003,6,Los Angeles Lakers,212,0.5
31,East,2/16/2003,1993,6-Jun,Allan Houston,G,2002-2003,2003,9,New York Knicks,205,0.5
26,West,2/16/2003,1997,11-Jun,Tim Duncan,FC,2002-2003,2003,5,San Antonio Spurs,250,0.5
26,East,2/2/2003,1997,3-Jun,Chauncey Billups,G,2002-2003,2003,5,Detroit Pistons,210,0.5
24,West,2/2/2003,1996,6-Jun,Kobe Bryant,SG,2002-2003,2003,6,Los Angeles Lakers,212,0.5
25,East,1/26/2003,1998,7-Jun,Paul Pierce,SF,2002-2003,2003,4,Boston Celtics,235,0.5
26,West,1/26/2003,1997,11-Jun,Tim Duncan,FC,2002-2003,2003,5,San Antonio Spurs,250,0.5
26,East,1/19/2003,1996,9-Jun,Antoine Walker,F,2002-2003,2003,6,Boston Celtics,265,0.5
26,West,1/19/2003,1999,3-Jun,Steve Francis,G,2002-2003,2003,3,Houston Rockets,195,0.5
24,East,1/12/2003,1996,11-Jun,Jermaine O'Neal,FC,2002-2003,2003,6,Indiana Pacers,235,0.5
24,West,1/12/2003,1996,6-Jun,Kobe Bryant,SG,2002-2003,2003,6,Los Angeles Lakers,212,0.5
26,West,1/12/2003,1996,2-Jun,Stephon Marbury,G,2002-2003,2003,6,Phoenix Suns,180,0.5
40,East,1/5/2003,1984,6-Jun,Michael Jordan,SG,2002-2003,2003,14,Washington Wizards,215,0.5
24,West,1/5/2003,1998,Jul-00,Dirk Nowitzki,PF,2002-2003,2003,4,Dallas Mavericks,245,0.5
32,East,12/29/2002,1993,5-Jun,Lucious Harris,SG,2002-2003,2003,9,New Jersey Nets,190,0.5
26,West,12/29/2002,1997,11-Jun,Tim Duncan,FC,2002-2003,2003,5,San Antonio Spurs,250,0.5
29,East,12/22/2002,1994,4-Jun,Jason Kidd,PG,2002-2003,2003,8,New Jersey Nets,210,0.5
26,West,12/22/2002,1997,11-Jun,Tim Duncan,FC,2002-2003,2003,5,San Antonio Spurs,250,0.5
26,East,12/15/2002,1996,9-Jun,Antoine Walker,F,2002-2003,2003,6,Boston Celtics,265,0.5
29,West,12/15/2002,1993,9-Jun,Chris Webber,F-C,2002-2003,2003,9,Sacramento Kings,245,0.5
25,East,12/8/2002,1998,7-Jun,Paul Pierce,SF,2002-2003,2003,4,Boston Celtics,235,0.5
24,West,12/8/2002,1996,6-Jun,Kobe Bryant,SG,2002-2003,2003,6,Los Angeles Lakers,212,0.5
27,East,12/1/2002,1996,Jun-00,Allen Iverson,G,2002-2003,2003,6,Philadelphia Sixers,165,0.5
26,West,12/1/2002,1996,2-Jun,Stephon Marbury,G,2002-2003,2003,6,Phoenix Suns,180,0.5
27,East,11/24/2002,1996,Jun-00,Allen Iverson,G,2002-2003,2003,6,Philadelphia Sixers,165,0.5
26,West,11/24/2002,1995,11-Jun,Kevin Garnett,PF,2002-2003,2003,7,Minnesota Timberwolves,240,0.5
23,East,11/17/2002,1999,7-Jun,Metta World Peace,SF,2002-2003,2003,3,Indiana Pacers,260,0.5
23,West,11/17/2002,1998,10-Jun,Rashard Lewis,F,2002-2003,2003,4,Seattle SuperSonics,235,0.5
28,East,11/10/2002,1995,6-Jun,Jerry Stackhouse,SF,2002-2003,2003,7,Washington Wizards,218,0.5
24,West,11/10/2002,1998,Jul-00,Dirk Nowitzki,PF,2002-2003,2003,4,Dallas Mavericks,245,0.5
30,East,11/3/2002,1994,7-Jun,Glenn Robinson,SF,2002-2003,2003,8,Atlanta Hawks,225,0.5
24,West,11/3/2002,1996,6-Jun,Kobe Bryant,SG,2002-2003,2003,6,Los Angeles Lakers,212,0.5
25,East,4/12/2004,2000,11-Jun,Jamaal Magloire,C,2003-2004,2004,3,New Orleans Hornets,259,0.5
19,West,4/12/2004,2003,8-Jun,Carmelo Anthony,F,2003-2004,2004,0,Denver Nuggets,240,0.5
23,East,4/5/2004,2001,7-Jun,Richard Jefferson,SF,2003-2004,2004,2,New Jersey Nets,233,0.5
25,West,4/5/2004,1998,Jul-00,Dirk Nowitzki,PF,2003-2004,2004,5,Dallas Mavericks,245,0.5
24,East,3/29/2004,1999,7-Jun,Metta World Peace,SF,2003-2004,2004,4,Indiana Pacers,260,0.5
25,West,3/29/2004,1996,6-Jun,Kobe Bryant,SG,2003-2004,2004,7,Los Angeles Lakers,212,0.5
27,East,3/21/2004,1998,6-Jun,Vince Carter,SF,2003-2004,2004,5,Toronto Raptors,220,0.5
31,West,3/21/2004,1992,1-Jul,Shaquille O'Neal,C,2003-2004,2004,11,Los Angeles Lakers,325,0.5
28,East,3/14/2004,1996,3-Jul,Zydrunas Ilgauskas,C,2003-2004,2004,7,Cleveland Cavaliers,260,0.5
19,West,3/14/2004,2003,8-Jun,Carmelo Anthony,F,2003-2004,2004,0,Denver Nuggets,240,0.5
24,East,3/7/2004,1999,10-Jun,Lamar Odom,PF,2003-2004,2004,4,Miami Heat,230,0.5
23,West,3/7/2004,2002,6-Jul,Yao Ming,C,2003-2004,2004,1,Houston Rockets,310,0.5
29,East,2/29/2004,1996,9-Jun,Ben Wallace,FC,2003-2004,2004,7,Detroit Pistons,240,0.5
23,West,2/29/2004,1999,9-Jun,Andrei Kirilenko,PF,2003-2004,2004,2,Utah Jazz,235,0.5
22,East,2/22/2004,2003,4-Jun,Dwyane Wade,SG,2003-2004,2004,0,Miami Heat,220,0.5
25,West,2/22/2004,1996,6-Jun,Kobe Bryant,SG,2003-2004,2004,7,Los Angeles Lakers,212,0.5
26,East,2/8/2004,2000,9-Jun,Kenyon Martin,F,2003-2004,2004,3,New Jersey Nets,240,0.5
27,West,2/8/2004,1997,11-Jun,Tim Duncan,FC,2003-2004,2004,6,San Antonio Spurs,250,0.5
30,East,2/1/2004,1994,4-Jun,Jason Kidd,PG,2003-2004,2004,9,New Jersey Nets,210,0.5
27,West,2/1/2004,1995,11-Jun,Kevin Garnett,PF,2003-2004,2004,8,Minnesota Timberwolves,240,0.5
22,East,1/25/2004,2002,9-Jun,Carlos Boozer,PF,2003-2004,2004,1,Cleveland Cavaliers,266,0.5
27,West,1/25/2004,1995,11-Jun,Kevin Garnett,PF,2003-2004,2004,8,Minnesota Timberwolves,240,0.5
27,East,1/18/2004,1996,2-Jun,Stephon Marbury,G,2003-2004,2004,7,New York Knicks,180,0.5
30,West,1/18/2004,1995,7-Jun,Michael Finley,G-F,2003-2004,2004,8,Dallas Mavericks,225,0.5
26,East,1/11/2004,1998,7-Jun,Paul Pierce,SF,2003-2004,2004,5,Boston Celtics,235,0.5
28,West,1/11/2004,1996,5-Jun,Ray Allen,SG,2003-2004,2004,7,Seattle SuperSonics,205,0.5
29,East,1/4/2004,1996,9-Jun,Ben Wallace,FC,2003-2004,2004,7,Detroit Pistons,240,0.5
24,West,1/4/2004,1999,9-Jun,Elton Brand,PF,2003-2004,2004,4,Los Angeles Clippers,254,0.5
30,East,12/28/2003,1994,4-Jun,Jason Kidd,PG,2003-2004,2004,9,New Jersey Nets,210,0.5
34,West,12/28/2003,1993,3-Jun,Sam Cassell,G,2003-2004,2004,10,Minnesota Timberwolves,185,0.5
